Race,Lap,Position,Overtaker,Overtaken,Live,Turn
Russia,51,4,Sainz,Leclerc,,
Russia,51,5,Ricciardo,Leclerc,,
Russia,51,9,Raikkonen,Perez,,
Russia,51,11,Stroll,Leclerc,,
Russia,51,12,Vettel,Leclerc,,
Russia,52,7,Raikkonen,Norris,,
Russia,52,14,Ocon,Leclerc,,
Russia,53,7,Norris,Raikkonen,,
Turkey,3,15,Sainz,Alonso,,
Turkey,4,16,Ricciardo,Alonso,,
Turkey,5,14,Sainz,Russell,Yes,13
Turkey,6,13,Sainz,Raikkonen,Yes,12
Turkey,6,19,Latifi,Schumacher,,
Turkey,7,12,Sainz,Giovinazzi,Replay,12
Turkey,8,8,Hamilton,Tsunoda,Yes,3
Turkey,8,11,Sainz,Ocon,Replay,12
Turkey,8,19,Latifi,Schumacher,,
Turkey,9,7,Hamilton,Stroll,Yes,4
Turkey,10,6,Hamilton,Norris,Yes,12
Turkey,11,18,Latifi,Mazepin,,
Turkey,13,10,Sainz,Vettel,Yes,12
Turkey,14,5,Hamilton,Gasly,Yes,12
Turkey,17,9,Sainz,Tsunoda,Yes,12
Turkey,33,16,Ricciardo,Latifi,Replay,1
Turkey,34,4,Hamilton,Perez,,
Turkey,35,4,Perez,Hamilton,,
Turkey,35,15,Ricciardo,Russell,,
Turkey,37,16,Alonso,Vettel,Yes,8
Turkey,46,8,Sainz,Ocon,PiP,1
Turkey,47,1,Bottas,Leclerc,Yes,1
Turkey,51,3,Perez,Leclerc,Yes,12
Turkey,53,9,Stroll,Ocon,Replay,1
Turkey,56,11,Giovinazzi,Ricciardo,,14
Turkey,56,12,Raikkonen,Ricciardo,,Timing Line
USA,2,17,Stroll,Schumacher,,1
USA,3,9,Gasly,Bottas,,
USA,6,19,Latifi,Ocon,Yes,1
USA,8,6,Sainz,Norris,,
USA,8,18,Latifi,Mazepin,,
USA,9,12,Vettel,Russell,,
USA,9,19,Ocon,Mazepin,,
USA,11,4,Verstappen,Ricciardo,Yes,12
USA,11,12,Tsunoda,Schumacher,,
USA,12,8,Sainz,Vettel,Replay,12
USA,12,10,Norris,Stroll,Yes,1
USA,12,18,Ocon,Schumacher,,
USA,13,4,Leclerc,Bottas,,
USA,13,8,Norris,Vettel,Replay,1
USA,16,13,Raikkonen,Alonso,Yes,1
USA,18,8,Tsunoda,Stroll,Yes,12
USA,18,9,Bottas,Stroll,Yes,12
USA,19,8,Bottas,Tsunoda,Yes,13
USA,19,10,Raikkonen,Giovinazzi,,
USA,25,13,Vettel,Russell,Yes,19
USA,26,12,Vettel,Giovinazzi,,12
USA,26,12,Giovinazzi,Vettel,,13
USA,29,12,Stroll,Russell,,
USA,30,2,Verstappen,Perez,,
USA,32,15,Russell,Schumacher,,
USA,33,10,Stroll,Tsunoda,,
USA,34,10,Tsunoda,Stroll,Yes,12
USA,34,11,Raikkonen,Stroll,,12
USA,41,13,Alonso,Stroll,,
USA,50,11,Vettel,Giovinazzi,Replay,12
USA,55,6,Bottas,Sainz,,12
USA,55,12,Stroll,Raikkonen,,
Mexico,5,6,Sainz,Giovinazzi,Yes,1
Mexico,5,11,Alonso,Mazepin,,1
Mexico,5,13,Ocon,Latifi,,
Mexico,5,13,Latifi,Ocon,,
Mexico,5,14,Norris,Ocon,,
Mexico,5,17,Ricciardo,Bottas,,
Mexico,9,9,Raikkonen,Russell,Yes,1
Mexico,9,13,Norris,Latifi,,1
Mexico,10,10,Alonso,Russell,Yes,2
Mexico,10,14,Ocon,Latifi,,
Mexico,11,12,Norris,Mazepin,Yes,1
Mexico,11,15,Stroll,Latifi,,
Mexico,12,13,Ocon,Mazepin,Yes,5
Mexico,14,17,Latifi,Mazepin,,
Mexico,15,11,Norris,Russell,Yes,1
Mexico,30,4,Leclerc,Hamilton,Yes,1
Mexico,32,8,Leclerc,Alonso,Yes,1
Mexico,37,16,Stroll,Latifi,,
Mexico,39,14,Ocon,Russell,Yes,4
Mexico,42,14,Bottas,Russell,,
Mexico,46,13,Bottas,Ocon,Yes,1
Mexico,55,15,Stroll,Russell,Yes,2
Mexico,69,15,Bottas,Russell,,
Brazil Sprint,2,11,Giovinazzi,Alonso,,1
Brazil Sprint,2,12,Raikkonen,Alonso,Replay,1
Brazil Sprint,4,2,Verstappen,Sainz,Yes,1
Brazil Sprint,4,11,Alonso,Giovinazzi,Background,1
Brazil Sprint,4,13,Hamilton,Tsunoda,Yes,1
Brazil Sprint,4,12,Hamilton,Giovinazzi,,Finish Line
Brazil Sprint,5,19,Raikkonen,Mazepin,,
Brazil Sprint,6,18,Raikkonen,Schumacher,,
Brazil Sprint,8,11,Hamilton,Alonso,Replay,1
Brazil Sprint,9,5,Norris,Leclerc,Yes,4
Brazil Sprint,13,10,Hamilton,Ricciardo,Yes,1
Brazil Sprint,15,9,Hamilton,Vettel,Yes,1
Brazil Sprint,15,8,Hamilton,Ocon,Yes,Finish Line
Brazil Sprint,17,7,Hamilton,Gasly,Yes,1
Brazil Sprint,20,6,Hamilton,Leclerc,Replay,4
Brazil Sprint,24,5,Hamilton,Norris,Yes,1
Brazil Sprint,24,14,Stroll,Tsunoda,,
Brazil,2,9,Ocon,Ricciardo,Background,2
Brazil,3,4,Hamilton,Leclerc,Replay,Finish Line
Brazil,3,5,Hamilton,Sainz,Yes,1
Brazil,3,13,Tsunoda,Giovinazzi,,1
Brazil,3,15,Mazepin,Schumacher,,1
Brazil,3,17,Latifi,Russell,,1
Brazil,4,17,Raikkonen,Russell,,
Brazil,10,9,Ricciardo,Ocon,,Finish Line
Brazil,10,16,Raikkonen,Latifi,,
Brazil,10,19,Norris,Tsunoda,,1
Brazil,10,18,Tsunoda,Latifi,Yes,11
Brazil,10,17,Norris,Latifi,,
Brazil,10,19,Tsunoda,Russell,,
Brazil,10,18,Norris,Russell,,
Brazil,11,11,Stroll,Alonso,,
Brazil,11,15,Raikkonen,Schumacher,Replay,1
Brazil,11,15,Norris,Raikkonen,,Finish Line
Brazil,14,17,Russell,Tsunoda,,
Brazil,16,14,Norris,Mazepin,,1
Brazil,16,17,Tsunoda,Russell,,
Brazil,17,15,Tsunoda,Mazepin,,Finish Line
Brazil,17,16,Tsunoda,Raikkonen,,2
Brazil,18,2,Hamilton,Perez,Yes,1
Brazil,18,2,Perez,Hamilton,Yes,4
Brazil,18,7,Gasly,Vettel,,
Brazil,18,16,Raikkonen,Mazepin,,Finish Line
Brazil,19,2,Hamilton,Perez,Yes,1
Brazil,20,8,Ricciardo,Vettel,,
Brazil,20,8,Vettel,Ricciardo,Replay,4
Brazil,20,8,Ricciardo,Vettel,Replay,Finish Line
Brazil,20,17,Russell,Mazepin,,
Brazil,21,11,Alonso,Stroll,,1
Brazil,26,14,Gasly,Raikkonen,,
Brazil,28,4,Hamilton,Ricciardo,Yes,4
Brazil,28,10,Norris,Giovinazzi,,
Brazil,28,11,Sainz,Giovinazzi,,9
Brazil,28,12,Gasly,Giovinazzi,,
Brazil,28,12,Sainz,Tsunoda,,
Brazil,28,13,Gasly,Tsunoda,,
Brazil,28,17,Stroll,Mazepin,,
Brazil,28,18,Stroll,Latifi,Replay,1
Brazil,29,9,Sainz,Norris,,1
Brazil,30,10,Gasly,Norris,Yes,1
Brazil,31,17,Latifi,Mazepin,,
Brazil,31,18,Raikkonen,Mazepin,,
Brazil,32,5,Leclerc,Alonso,Replay,Finish Line
Brazil,32,8,Ricciardo,Gasly,,
Brazil,32,8,Gasly,Ricciardo,,
Brazil,32,12,Ocon,Russell,,1
Brazil,33,17,Raikkonen,Latifi,,1
Brazil,34,13,Vettel,Russell,,1
Brazil,36,13,Alonso,Russell,,4
Brazil,37,10,Ocon,Tsunoda,Yes,1
Brazil,38,9,Vettel,Tsunoda,Yes,Finish Line
Brazil,39,10,Alonso,Tsunoda,Yes,1
Brazil,40,10,Alonso,Vettel,Yes,1
Brazil,41,12,Stroll,Russell,Replay,1
Brazil,42,4,Bottas,Leclerc,Background,Finish Line
Brazil,45,4,Perez,Leclerc,Yes,1
Brazil,45,12,Raikkonen,Stroll,,1
Brazil,45,13,Norris,Stroll,,4
Brazil,47,12,Norris,Raikkonen,,4
Brazil,59,1,Hamilton,Verstappen,Yes,4
Brazil,60,8,Gasly,Ocon,Yes,1
Brazil,61,7,Gasly,Alonso,Yes,4
Qatar,2,9,Stroll,Perez,Yes,1
Qatar,2,9,Perez,Stroll,Yes,2
Qatar,3,3,Verstappen,Gasly,Yes,Finish Line
Qatar,3,18,Latifi,Schumacher,,
Qatar,5,2,Verstappen,Alonso,Yes,1
Qatar,5,8,Perez,Tsunoda,Replay,1
Qatar,6,12,Leclerc,Raikkonen,Yes,1
Qatar,7,15,Ricciardo,Russell,,1
Qatar,8,7,Perez,Sainz,Yes,1
Qatar,8,14,Ricciardo,Giovinazzi,,1
Qatar,9,6,Perez,Ocon,Yes,1
Qatar,9,9,Stroll,Tsunoda,Yes,1
Qatar,9,10,Bottas,Tsunoda,Yes,1
Qatar,10,9,Bottas,Stroll,Replay,1
Qatar,12,4,Norris,Gasly,Yes,1
Qatar,13,5,Perez,Gasly,Yes,1
Qatar,14,13,Vettel,Russell,Yes,1
Qatar,15,7,Bottas,Sainz,Yes,1
Qatar,16,4,Perez,Norris,Yes,1
Qatar,16,16,Gasly,Mazepin,,1
Qatar,17,6,Bottas,Ocon,Yes,1
Qatar,18,13,Gasly,Schumacher,,1
Qatar,21,15,Tsunoda,Mazepin,,1
Qatar,22,15,Raikkonen,Mazepin,,1
Qatar,23,4,Bottas,Norris,Yes,1
Qatar,23,10,Perez,Vettel,Yes,1
Qatar,24,16,Giovinazzi,Mazepin,,1
Qatar,25,7,Perez,Ricciardo,Yes,1
Qatar,27,5,Alonso,Leclerc,Yes,1
Qatar,27,6,Perez,Leclerc,Yes,7
Qatar,27,14,Giovinazzi,Ricciardo,,1
Qatar,27,17,Russell,Mazepin,,
Qatar,28,15,Vettel,Ricciardo,,
Qatar,28,18,Latifi,Mazepin,,
Qatar,29,4,Perez,Alonso,Yes,2
Qatar,29,14,Vettel,Giovinazzi,,
Qatar,31,19,Schumacher,Raikkonen,,
Qatar,34,17,Raikkonen,Schumacher,,
Qatar,39,15,Tsunoda,Latifi,Yes,1
Qatar,40,18,Giovinazzi,Schumacher,,1
Qatar,42,12,Bottas,Ricciardo,Yes,1
Qatar,42,16,Raikkonen,Latifi,Replay,2
Qatar,44,14,Tsunoda,Russell,Replay,2
Qatar,46,6,Perez,Stroll,Yes,1
Qatar,47,5,Perez,Ocon,Yes,1
Qatar,49,15,Raikkonen,Russell,,1
Qatar,50,10,Gasly,Norris,,
Qatar,51,10,Norris,Gasly,,1
Qatar,54,9,Norris,Vettel,Yes,1
Saudi Arabia,2,10,Alonso,Giovinazzi,Background,1
Saudi Arabia,3,16,Russell,Stroll,,
Saudi Arabia,4,12,Sainz,Tsunoda,Replay,1
Saudi Arabia,4,16,Stroll,Russell,,
Saudi Arabia,7,10,Giovinazzi,Alonso,Replay,1
Saudi Arabia,8,8,Ricciardo,Gasly,Yes,1
Saudi Arabia,8,11,Sainz,Alonso,Yes,1
Saudi Arabia,10,10,Sainz,Giovinazzi,,1
Saudi Arabia,18,2,Hamilton,Ocon,Yes,1
Saudi Arabia,23,10,Stroll,Vettel,,
Saudi Arabia,26,11,Raikkonen,Vettel,Replay,1
Saudi Arabia,26,11,Vettel,Raikkonen,Replay,3
Saudi Arabia,26,11,Norris,Vettel,Yes,13
Saudi Arabia,26,12,Latifi,Vettel,Yes,14
Saudi Arabia,34,13,Alonso,Vettel,,1
Saudi Arabia,37,10,Norris,Stroll,,1
Saudi Arabia,38,4,Bottas,Ricciardo,Replay,27
Saudi Arabia,38,4,Ricciardo,Bottas,,Finish Line
Saudi Arabia,38,7,Sainz,Giovinazzi,,
Saudi Arabia,39,8,Leclerc,Giovinazzi,,
Saudi Arabia,40,4,Bottas,Ricciardo,Yes,1
Saudi Arabia,41,15,Tsunoda,Raikkonen,,
Saudi Arabia,42,1,Verstappen,Hamilton,Yes,27
Saudi Arabia,43,1,Hamilton,Verstappen,Yes,27
Saudi Arabia,49,7,Leclerc,Sainz,,Finish Line
Saudi Arabia,49,13,Tsunoda,Alonso,,
Saudi Arabia,50,3,Bottas,Ocon,Replay,Finish Line
Abu Dhabi,2,17,Raikkonen,Latifi,,
Abu Dhabi,3,17,Schumacher,Latifi,,
Abu Dhabi,3,17,Latifi,Schumacher,,
Abu Dhabi,5,14,Vettel,Stroll,Replay,6
Abu Dhabi,14,4,Verstappen,Norris,Yes,6
Abu Dhabi,14,6,Tsunoda,Leclerc,Yes,5
Abu Dhabi,14,6,Leclerc,Tsunoda,Yes,9
Abu Dhabi,15,6,Tsunoda,Leclerc,,
Abu Dhabi,17,15,Leclerc,Latifi,,6
Abu Dhabi,18,16,Ocon,Russell,,
Abu Dhabi,18,3,Verstappen,Sainz,Yes,6
Abu Dhabi,20,1,Hamilton,Perez,Yes,6
Abu Dhabi,20,1,Perez,Hamilton,Yes,6
Abu Dhabi,20,1,Hamilton,Perez,Yes,7
Abu Dhabi,20,1,Perez,Hamilton,Yes,9
Abu Dhabi,20,16,Ricciardo,Russell,,
Abu Dhabi,20,14,Ocon,Latifi,,
Abu Dhabi,20,11,Norris,Raikkonen,,
Abu Dhabi,21,1,Hamilton,Perez,Yes,6
Abu Dhabi,21,12,Leclerc,Raikkonen,,
Abu Dhabi,22,13,Ricciardo,Latifi,,
Abu Dhabi,25,15,Vettel,Russell,,9
Abu Dhabi,25,14,Giovinazzi,Russell,,6
Abu Dhabi,27,13,Giovinazzi,Latifi,,9
Abu Dhabi,28,14,Vettel,Latifi,,6
Abu Dhabi,34,8,Bottas,Leclerc,Yes,6
Abu Dhabi,37,7,Alonso,Tsunoda,Replay,12
Abu Dhabi,38,7,Tsunoda,Alonso,Replay,9
Abu Dhabi,39,8,Gasly,Alonso,,6
Abu Dhabi,39,8,Alonso,Gasly,,9
Abu Dhabi,41,8,Gasly,Alonso,Yes,6
Abu Dhabi,49,9,Norris,Ocon,Replay,6
Abu Dhabi,50,8,Norris,Alonso,Replay,6
Abu Dhabi,58,5,Gasly,Bottas,,
Abu Dhabi,58,4,Tsunoda,Bottas,,
Abu Dhabi,58,1,Verstappen,Hamilton,Yes,5
